name,lo,la,mag
201507091325,-90.244,13.2949,5.6
201507080715,-29.0804,-59.4836,5.2
201507080038,94.7348,4.9946,5.3
201507061921,-173.9854,-21.1456,5.1
201507061224,-174.5001,-20.7139,5.8
201507051256,120.6844,17.972,5.2
201507050507,171.7538,-22.3792,5.3
201507042335,-173.8221,51.4283,5.2
201507040956,172.2894,53.0423,5.0
201507031554,152.0078,-10.3022,5.0
201507030643,125.8907,10.1691,6.1
201507021501,147.3155,-5.9195,5.2
201507011430,159.5935,-52.2069,5.7
201506300339,151.5457,-5.4513,6.0
201506292207,71.3004,36.6802,5.5
201506290909,-74.2558,-16.0251,5.8
201506281554,-94.6273,16.6829,5.4
201506281253,-177.6195,-32.2259,5.1
201506280810,-155.2093333,19.335,5.2
201506280105,90.41,26.6384,5.1
201506271534,34.6672,29.0402,5.5
201506271224,153.2435,-5.2625,5.1
201506270728,121.2976,-49.0066,5.4
201506252257,-177.9392,-32.1261,5.0
201506240900,-178.0534,-32.2776,5.0
201506230859,-175.0399,-19.5686,5.5
201506221142,-68.1744,-21.7797,5.1
201506212128,-178.3276,-20.4307,6.0
201506202339,-177.0845,-23.5295,5.9
201506201952,26.2262,34.3082,5.0
201506200210,-73.812,-36.3601,6.4
201506190809,143.8264,26.9542,5.3
201506180328,178.8343,51.3062,5.0
201506171251,-17.1605,-35.3639,7.0
201506160617,-179.0024,-20.3944,5.9
201506151740,125.2517,-9.742,5.8
201506140619,163.3139,-11.4131,5.0
201506132345,124.4263,-0.2268,5.1
201506131709,-107.2483,-35.0536,5.1
201506121107,-173.0098,-15.6758,6.0
201506120236,-174.2104,-20.792,5.0
201506110919,131.4189,29.794,5.1
201506102201,120.7255,-10.5215,5.1
201506091317,-111.0652,-32.3433,5.1
201506090641,-105.8146,-35.3695,5.4
201506081047,68.0056,-2.5201,5.1
201506080601,142.0308,41.5615,6.1
201506071806,-90.8197,1.59,5.0
201506070009,144.0143,12.1588,5.1
201506062022,138.8773,-2.2748,5.2
201506052002,-107.6523,-34.8726,5.4
201506051454,78.1817,-37.1708,5.6
201506050824,-176.0104,-28.8281,5.0
201506041051,146.0787,12.938,5.0
201506030659,-179.0702,-19.6353,5.0
201506022020,-178.182,-30.6724,5.0
201505310640,154.8464,-7.3677,5.0
201505261032,-68.5076,-22.057,5.6
201505251001,-175.9843,-25.7885,5.3
201505241438,-175.9627,-19.3933,6.2
201505240453,-14.1708,-16.855,6.3
201505240039,-14.1759,-16.8041,5.0
201505231254,-69.2062,-18.4587,5.1
201505211932,160.3336,-9.8042,5.7
201505211227,163.6475,-10.8495,5.0
201505201720,126.3984,1.8239,5.4
201505200331,70.1959,38.6418,5.2
201505200030,-175.5247,-19.3021,6.0
201505191014,-14.1651,-16.8025,5.2
201505181704,154.4418,-7.148,5.7
201505180402,80.3254,-41.5553,5.7
201505171943,-20.8594,-60.5228,5.4
201505170056,152.0848,-4.2605,5.1
201505161134,86.0734,27.5603,5.5
201505160119,-74.3982,-7.8252,5.1
201505152026,102.2191,-2.542,6.0
201505150330,141.2026,37.0459,5.1
201505142354,152.4244,-5.6174,5.1
201505121803,152.4537,-5.4195,5.1
201505121452,27.8909,-52.3912,5.0
201505111151,154.417,-7.2056,5.2
201505100050,-94.0135,14.8388,5.6
201505090327,152.3185,-5.5993,5.2
201505062216,166.7164,-14.4196,5.1
201505061208,178.3464,-25.6313,5.0
201505060706,152.2743,-5.6979,5.2
201505041224,154.2683,-61.4428,5.7
201505021650,140.213,31.5293,5.7
201505020823,25.78,34.45,5.0
201505011955,151.1601,-6.1367,5.0
201504291609,142.8086,40.0485,5.4
201504291122,-88.8883,11.956,5.0
201504290654,-176.8286,-31.4212,5.0
201504290026,128.397,25.9762,5.0
201504271235,88.055,26.8644,5.1
201504262335,-79.8322,-8.3237,5.6
201504261626,85.865,27.8297,5.0
201504261038,120.4098,-10.5892,5.1
201504260709,86.0173,27.7711,6.7
201504251244,84.5594,28.0979,5.2
201504250037,144.8365,13.8503,5.1
201504241356,-130.7714,51.6148,6.2
201504222257,166.432,-12.039,6.2
201504221703,-178.3427,-30.6629,5.2
201504210017,92.9493,14.1208,5.1
201504201819,161.0038,-62.0591,5.0
201504191840,98.958,1.895,5.3
201504191206,142.7886,30.4707,5.3
201504190532,66.5842,-17.1065,5.3
201504181116,179.7614,-34.8742,5.4
201504171552,-178.6005,-15.8815,6.5
201504160224,-62.4104,10.8339,5.1
201504151955,143.5274,39.3928,5.1
201504142341,128.6865,-7.3778,5.0
201504132216,-68.6264,-21.0794,5.2
201504131337,152.9866,-4.6872,5.3
201504121925,143.8447,37.1545,5.1
201504120045,-174.2914,-18.5781,5.1
201504110500,126.6945,2.1173,5.5
201504101623,65.858,-13.7935,5.7
201504092249,92.8474,14.0702,5.1
201504080342,-109.0432,-8.908,5.1
201504070046,-173.2247,-15.1676,6.3
201504052051,152.7221,-5.5476,5.5
201504050835,152.5904,-5.3912,5.3
201504050007,-88.1528,12.704,5.3
201504041748,130.6717,-6.0735,5.1
201504040806,127.6915,-2.7838,5.3
201504040408,152.87,-5.3415,5.1
201504022051,146.9203,-6.4607,5.4
201504011645,-78.0795,-10.5415,5.3
201503290750,126.4846,1.6535,5.6
201503270304,143.1197,36.3653,5.4
201503261646,126.6604,5.8998,5.0
201503251922,-128.1719,49.4154,5.1
201503241450,126.6242,2.0551,5.2
201503241109,161.721,53.6854,5.1
201503232018,-169.2709,52.518,5.0
201503231548,124.8816,0.6528,5.2
201503231013,121.75,23.7235,5.5
201503230451,-69.1663,-18.3534,6.4
201503221812,89.6231,1.9506,5.1
201503202230,-98.5135,18.0325,5.4
201503162206,151.0826,-5.6922,5.1
201503160300,152.0288,-4.0737,5.9
201503141536,141.6586,34.2885,5.4
201503131916,-73.0345,-44.5532,5.0
201503121947,-162.9065,52.8652,5.3
201503121523,-39.5642,8.0567,5.0
201503111623,-86.4019,10.6565,5.2
201503102055,-72.9875,6.7757,6.2
201503101527,16.9915,-52.2191,5.3
201503101117,145.5705,13.0856,5.0
201503090645,128.7275,-7.3075,5.2
201503090248,-82.6541,6.5308,5.8
201503081552,-177.8541,-19.9946,5.1
201503071318,-173.29,50.5075,5.6
201503040835,-129.92,50.2697,5.1
201503022151,126.3333,9.8729,5.0
201503021653,-71.065,-27.8657,5.2
201503021329,133.3405,-1.8461,5.1
201503011508,-71.8382,-17.1815,5.0
201503010332,124.4702,0.0241,5.6
201502281927,-27.0752,-56.3493,5.4
201502281053,118.8202,-8.9066,5.1
201502280102,145.9228,16.9798,5.0
201502260945,-175.8006,50.1375,5.4
201502260626,-173.7746,-19.9821,5.4
201502260111,142.0433,38.4821,5.0
201502251933,177.275,-36.583,5.1
201502251348,-16.3752,-40.088,5.0
201502250701,141.8201,31.0659,5.9
201502231025,177.267,-36.5148,5.2
201502221943,143.2815,39.7592,5.1
201502220253,143.6209,40.076,5.0
201502201928,142.6543,41.947,5.3
201502201539,-178.346,-31.0595,5.4
201502200908,-13.3237,-22.7972,5.2
201502200425,143.5871,39.8244,6.2
201502191956,168.0953,-16.3938,5.1
201502182247,-25.8239,-56.6835,5.2
201502180932,164.1216,-10.7598,6.1
201502152108,165.5826,-10.9113,5.2
201502130640,163.3076,57.0807,5.0
201502121550,-105.7405,19.3552,5.5
201502111301,-66.7204,-23.5605,5.5
201502110330,92.3474,13.2332,5.1
201502091250,172.4675,-20.5304,5.0
201502090759,-17.1288,0.203,5.3
201502081509,119.3699,-2.4318,5.6
201502071853,135.6166,-3.4372,5.2
201502060803,126.2629,9.5477,5.2
201502051819,128.3724,-7.5204,5.0
201502051332,89.7034,-21.8092,5.3
201502041741,124.9932,-0.1337,5.2
201502040151,-175.7163,-21.7255,5.2
201502031148,-177.6896,-31.3862,5.0
201502012333,-76.6179,-3.9127,5.1
201502010436,151.5917,-5.4513,5.0
201501290929,-97.0173,2.2194,5.0
201501280838,-179.3422,-21.607,5.0
201501280243,-178.3032,-20.9665,6.2
201501272126,172.6022,-20.5947,5.0
201501270053,97.2402,1.3368,5.7
201501252355,169.8943,-20.592,5.2
201501252011,56.19,27.46,5.0
201501250920,126.4303,1.1408,5.3
201501230347,168.52,-17.0309,6.8
201501221449,121.3316,19.4962,5.0
201501220039,6.4866,73.2507,5.1
201501200659,-91.4588,14.9801,5.5
201501200302,127.0504,5.8735,5.0
201501192308,147.0548,14.9739,5.0
201501191719,119.7571,4.6079,5.5
201501190233,145.2292,-6.1637,5.0
201501182313,-105.7571,-35.4555,5.7
201501181615,142.1626,30.483,5.3
201501171841,-63.1461,-22.237,5.6
201501170509,120.641,13.9467,5.3
201501161715,151.8134,-4.6931,5.0
201501161139,-79.9723,-3.3787,5.1
201501160713,167.624,-17.8523,5.0
201501152029,-11.5187,-26.1121,5.2
201501151401,102.7939,-4.762,5.2
201501150009,119.9664,0.1436,5.2
201501141209,141.9822,48.9312,5.0
201501140521,103.1991,29.3525,5.3
201501122025,133.9223,-5.587,5.6
201501120757,-93.3808,15.4767,5.5
201501112034,7.9156,77.326,5.4
201501110839,154.3044,-3.5835,5.1
201501100651,77.2615,40.1126,5.1
201501092259,96.0946,2.5913,5.1
201501081456,161.3346,-61.6118,5.7
201501071445,146.691,-6.1161,5.1
201501062209,163.2446,55.2049,5.6
201501050518,151.3075,-4.4676,5.1
201501041435,-150.5752,-56.8512,5.3
201501040551,130.5524,29.2716,5.1
201501032059,168.7771,-17.1556,5.1
201501031744,-114.112,44.5074,5.0
201501030803,123.7942,0.007,5.0
201501011216,-125.7746667,40.442,5.36
201501010849,51.858,28.728,5.1
201412300419,51.84,28.44,5.3
201412290929,121.5213,8.6341,6.1
201412282030,-27.1541,-59.7673,5.2
201412281149,144.3947,38.3949,5.1
201412280505,-27.0891,-56.3262,5.0
201412272231,-20.7392,-0.6519,5.3
201412271853,-179.49,-17.9261,5.5
201412271206,-150.5868,-56.7609,5.3
201412270725,-35.149,55.4028,5.3
201412262352,-82.3463,6.5189,5.9
201412261755,3.0667,36.5237,5.1
201412252253,-17.2888,64.5553,5.0
201412250645,-109.0765,24.4153,5.1
201412221300,129.1033,-7.0867,5.0
201412220719,-146.0942,-54.1054,5.8
201412212113,145.7722,19.2029,5.0
201412201843,102.1848,-6.1283,5.0
201412200929,141.5534,37.4017,5.9
201412191949,-61.8091,16.1951,5.6
201412182010,-25.3698,-56.6279,5.5
201412181532,86.3702,27.7395,5.0
201412180747,-175.4852,-19.5866,5.2
201412170946,151.3933,-5.5232,5.3
201412170610,100.1432,-3.8295,5.9
201412162027,133.8248,-4.9141,5.1
201412161706,120.0729,15.9963,5.0
201412150926,-17.1993,64.6066,5.4
201412150118,150.6076,-5.6109,5.1
201412141241,-176.6973,-20.833,5.3
201412140714,-178.1027,-30.5501,5.2
201412131924,-150.5241,-56.7567,5.0
201412130917,126.4451,1.8131,5.0
201412130459,-44.3642,27.0554,5.1
201412112227,-178.9082,-20.9347,5.0
201412111816,-25.2573,-56.8248,5.1
201412110043,141.4651,11.5821,5.1
201412101249,-173.077,-18.4928,5.0
201412091923,-25.6003,-58.9931,5.1
201412081844,-82.6697,8.0339,5.3
201412080128,126.9276,1.7361,5.2
201412072116,-91.4731,13.6717,6.1
201412070818,154.3839,-6.3788,5.2
201412062205,130.4829,-6.11,6.0
201412061721,-82.7339,7.9824,6.0
201412061020,100.533,23.3577,5.6
201412060145,26.272,38.894,5.1
201412041845,-177.0748,-24.5983,5.4
201412041053,65.5663,-12.0627,5.4
201412040219,154.9073,-6.3277,5.0
201412031259,-76.7712,-2.1563,5.3
201412030938,-70.3062,-22.5898,5.2
201412030027,122.423,-2.9324,5.5
201412021633,-171.2012,51.6364,5.1
201412012247,67.7028,1.5987,5.4
201412010347,61.3661,5.9132,5.2
201411301803,90.1419,3.4695,5.0
201411300548,61.3848,5.7795,5.1
201411300039,145.0879,-3.3418,5.0
201411291940,127.0084,2.3835,5.8
201411290414,-150.4851,62.7236,5.1
201411280436,-77.4897,8.7379,5.1
201411280118,92.7957,12.5135,5.3
201411271505,-175.4844,-21.0708,5.2
201411271110,-25.5266,-57.8914,5.1
201411250519,61.2852,5.7447,5.0
201411242102,154.9618,-5.9626,5.6
201411241530,96.155,2.7693,5.3
201411240903,-17.557,64.6727,5.2
201411210329,120.0724,20.6545,5.8
201411201814,93.5148,23.5081,5.6
201411200605,94.3335,7.4278,5.0
201411200151,141.6082,37.3226,5.6
201411191746,122.0812,24.8846,5.2
201411170434,94.4211,20.7795,5.3
201411160137,-17.6776,64.5968,5.3
201411131614,-87.5824,13.1221,5.2
201411130722,-25.2057,-58.7569,5.0
201411112122,129.494,-6.7773,5.1
201411092119,-17.4654,64.5557,5.4
201411091626,-179.8524,-23.3937,5.0
201411090712,139.7238,-51.5859,5.0
201411082315,20.44,38.1,5.1
201411081609,-179.0163,-21.0123,5.1
201411081242,126.243,4.9934,5.0
201411071734,148.5844,-6.4354,5.2
201411061546,94.3316,7.4197,5.3
201411052328,153.6311,-5.1891,5.1
201411041821,-179.0548,-28.6017,5.2
201411041126,-173.1653,-15.4683,5.0
201411040419,123.6538,0.0782,5.1
201411031236,79.9595,-41.8079,5.1
201411012213,159.7576,-9.7822,5.3
201411011857,-177.7587,-19.6903,7.1
201410301211,117.5894,-6.9881,5.7
201410292114,148.7249,-5.9967,5.2
201410291628,148.772,-6.0235,5.2
201410281313,53.5134,-36.0143,5.4
201410280315,-174.6752,-15.2954,6.0
201410271311,166.536,-11.936,5.1
201410261947,152.6343,-4.7711,5.0
201410260554,-17.324,64.5311,5.3
201410231630,-149.0523,65.1644,5.0
201410231218,-179.4869,-33.2418,5.3
201410230659,127.3296,1.723,5.2
201410222156,-44.9415,14.9514,5.3
201410210836,-17.1099,64.5169,5.2
201410181723,33.4893,-46.8458,5.0
201410170926,107.1731,-6.4963,5.2
201410161708,126.4243,5.5076,5.0
201410151832,128.0216,-3.1617,5.0
201410142252,127.4224,26.2531,5.3
201410132205,129.704,-6.6661,5.3
201410131514,-73.53,-15.25,5.4
201410111646,-95.649,16.025,5.5
201410101258,126.3313,4.3528,5.0
201410090814,-111.656,-32.6135,5.7
201410061404,147.2265,15.4121,5.7
201410050724,125.7688,-49.7979,5.5
201410031828,-174.198,-21.007,5.3
201410030057,142.7657,40.1565,5.5
201410020702,-174.2899,-20.9311,5.1
201410020013,-174.4863,-21.1,5.0
201410011920,-41.0399,31.4223,5.1
201409291343,-17.315,64.5075,5.6
201409290138,48.1004,41.1965,5.3
201409272249,69.8145,36.4517,5.0
201409231918,-35.1019,53.1535,5.4
201409231524,151.7372,-5.3952,5.5
201409231022,119.9809,0.1073,5.3
201409230433,-17.5047,64.8846,5.1
201409211051,-17.3866,64.5212,5.4
201409210043,21.8327,38.3508,5.0
201409201827,134.3003,-0.7667,5.5
201409191255,162.0704,-11.0318,5.3
201409190257,126.6096,4.7109,5.2
201409180417,150.1349,50.5415,5.5
201409172318,125.3514,24.8412,5.4
201409171036,126.8785,6.5873,5.0
201409170229,102.4717,-4.6839,5.0
201409161300,-179.56,-22.173,5.3
201409140452,97.2556,1.1462,5.3
201409132231,70.6992,36.0019,5.2
201409131822,-173.1264,-17.7122,5.4
201409130758,-17.4362,64.6764,5.0
201409120404,167.3461,-14.3749,5.0
201409110007,-17.3433,64.5326,5.3
201409100932,125.1287,-0.297,5.3
201409091815,138.9332,-51.3942,5.0
201409090928,93.244,22.1989,5.4
201409081753,146.7639,-5.399,5.3
201409071555,127.8942,4.4551,5.2
201409071146,146.1553,0.8176,5.1
201409070707,-17.395,64.5442,5.5
201409060037,105.3513,-6.2746,5.0
201409050119,-17.2428,64.6788,5.3
201409042100,30.82,36.21,5.3
201409041723,-114.4859,-26.6328,5.4
201409040533,-173.3232,-21.3869,6.0
201409032334,-81.339,18.8704,5.2
201409030309,-17.4648,64.7055,5.4
201409022341,-112.0034,-11.5502,5.4
201409022000,-176.5907,-27.9286,5.2
201409012255,-74.9045,-15.0078,5.2
201409011858,106.9751,-9.3949,5.1
201409011141,-17.495,64.681,5.5
201408311754,166.6357,-11.8548,5.0
201408301529,-28.5437,43.7319,5.4
201408300703,-17.4932,64.5926,5.4
201408292116,84.8674,-41.8341,5.5
201408290345,23.706,36.685,5.8
201408281914,132.0682,32.0864,5.8
201408272311,167.3911,-15.0455,5.9
201408271631,-177.8307,-15.5674,5.6
201408260930,-172.9708,-15.2568,5.3
201408260126,-17.5183,64.6384,5.3
201408241020,-122.3123333,38.2151667,6.02
201408230445,-69.0385,-20.1745,5.6
201408221429,146.8182,-6.5859,5.5
201408220427,23.431,39.935,5.2
201408210901,-172.875,-17.5593,5.1
201408201014,47.736,32.636,5.6
201408192132,47.525,32.74,5.4
201408170238,125.4574,-7.0659,5.3
201408162207,103.5463,28.1251,5.0
201408152142,77.4312,42.9405,5.0
201408141709,128.1841,27.9639,5.3
201408140002,-70.023,-20.158,5.3
201408131311,170.3705,-22.2769,5.0
201408130030,144.9757,13.9091,5.6
201408121958,-78.3219,-0.018,5.1
201408120128,151.2679,-3.6754,5.1
201408110449,-66.7371,-23.9047,5.0
201408102239,142.8172,27.8239,5.1
201408100343,142.1309,41.1585,6.1
201408080410,-72.203,-33.777,5.2
201408070524,126.5058,4.5489,5.1
201408062035,150.8478,-6.2225,5.1
201408061145,128.0364,-7.2741,6.2
201408051818,160.5206,-8.8652,5.0
201408051022,26.7048,-26.9899,5.4
201408041650,-177.2148,-30.4013,5.1
201408040320,-81.6067,-6.9179,5.3
201408021402,-28.3088,-55.4278,5.6
201408021033,67.337,-9.1421,5.5
201408010411,3.181,36.8561,5.5
201407310017,-176.352,-23.5289,5.4
201407301600,154.8448,-7.1633,5.9
201407292204,-36.2607,35.3766,5.5
201407290332,-92.644,14.602,5.4
201407282300,143.873,-6.9216,5.6
201407280803,66.7757,-17.3193,5.4
201407280336,136.769,7.5014,5.6
201407261711,-15.1695,-21.1978,5.1
201407252322,147.3106,43.4696,5.1
201407251705,143.6107,28.8286,5.0
201407250418,142.1922,41.5694,5.1
201407242357,125.2877,10.3969,5.3
201407241710,145.422,-5.5457,5.4
201407240841,111.5753,-9.1269,5.0
201407232139,-68.6776,-20.2267,5.6
201407230552,67.0817,0.4779,5.3
201407230028,-100.2147,16.8435,5.0
201407211937,-174.932,51.3047,5.1
201407211454,-178.4001,-19.8015,6.9
201407210021,-70.5873,-20.1414,5.0
201407201832,148.7838,44.6419,6.2
201407200923,-92.5238,14.8647,5.1
201407180858,168.4613,-16.2047,5.2
201407180524,-70.8707,-20.1536,5.0
201407171808,154.3521,-6.1536,5.1
201407170611,121.4699,22.1411,5.1
201407161058,-175.5582,-21.9255,5.4
201407152213,-167.6007,52.8809,5.1
201407151639,151.3765,-4.1785,5.6
201407150238,119.7836,-0.3341,5.0
201407141124,-73.429,-17.858,5.2
201407130718,-70.62,-30.748,5.3
201407111311,125.8288,26.3117,5.3
201407101924,156.192,-7.37,5.1
201407100716,-175.7051,-19.8738,5.2
201407081256,168.3982,-17.6864,6.2
201407080905,141.3472,42.6676,5.5
201407072306,122.3626,23.3632,5.0
201407071804,131.6628,-5.1827,5.1
201407062211,173.9522,-21.1445,5.8
201407061537,-177.7675,-19.9239,5.0
201407061142,-85.1155,10.3339,5.0
201407060308,-71.1073,-14.5375,5.1
201407050939,96.9388,1.9335,6.0
201407040534,-8.2961,-49.1202,5.1
201407011422,-72.4251,-33.879,5.1
201407010911,119.1915,13.8691,5.0
201407010542,-141.7836,-56.62,5.6
201406301544,-28.2698,-55.2196,5.0
201406300146,-17.3427,0.0541,5.6
201406271110,144.1294,36.2103,5.0
201406250426,-177.2515,-20.5267,5.0
201406250003,178.4458,51.8464,5.2
201406242007,-177.4487,-30.2681,5.0
201406241653,-177.5049,-30.077,5.1
201406241129,-177.3801,-29.8901,5.1
201406230910,167.724,-15.9123,5.0
201406230533,-173.1255,-15.5509,5.2
201406212151,122.939,-0.099,5.4
201406201546,152.7224,-4.7554,5.2
201406201216,-171.254,51.769,5.4
201406200304,-13.6334,-45.9311,5.2
201406190051,102.3715,-2.7778,5.1
201406180247,125.2142,24.2379,5.2
201406171956,125.4788,1.5122,5.3
201406171604,97.0662,1.1765,5.0
201406161742,139.58,33.8719,5.3
201406160639,-79.2557,1.6444,5.7
201406160155,-140.9205,-56.8583,5.4
201406141731,140.9876,39.4384,5.5
201406140358,70.7174,36.4544,5.6
201406132259,147.8081,-6.2772,5.1
201406131930,-13.8844,-46.0293,5.8
201406122115,154.4404,-6.4395,5.0
201406120433,129.9044,0.2923,5.1
201406110353,28.5028,34.7176,5.0
201406100403,-72.9518,-16.5799,5.3
201406091225,154.9793,-6.405,5.2
201406080524,141.7092,39.1635,5.2
201406071311,157.0663,50.6829,5.5
201406060438,-51.6697,-61.042,5.0
201406051722,-112.4834,-29.1504,5.9
201406050544,-140.2468,61.1645,5.3
201406050116,153.5851,-3.4214,5.0
201406041704,-70.761,-20.652,5.0
201406041158,-136.7282,58.9804,5.2
201406040502,142.4455,-4.1346,5.0
201406030439,-129.6226,-54.966,5.6
201406020631,-179.0404,-33.0026,5.4
201406020104,126.649,9.58,5.1
201406011901,125.7566,3.0868,5.0
201406011531,138.9242,-2.4597,5.0
201405311153,-107.469,18.7876,6.2
201405310616,165.6496,54.9735,5.4
201405290639,-177.8757,-30.2212,5.3
201405290116,125.3081,-0.206,5.0
201405282115,-68.3509,18.045,5.8
201405271612,140.5882,32.5,5.3
201405261943,-29.2976,42.0382,5.2
201405260414,128.4061,-7.423,5.1
201405252236,-90.8352,13.4884,5.0
201405242058,104.121,-6.3382,5.2
201405220837,-28.2771,-55.3968,5.5
201405220522,161.505,-11.1574,5.4
201405202005,170.6886,-68.7371,5.0
201405201548,-25.2358,-57.0689,5.0
201405192247,-25.1486,-57.0334,5.7
201405181059,93.8608,3.1506,5.5
201405172128,-27.534,-56.2451,5.5
201405171213,-146.6847,-54.2473,5.7
201405170911,-70.8968,-19.9874,5.6
201405161708,-68.5388,-23.4456,5.5
201405151633,-172.6018,-15.8104,5.0
201405142056,144.9238,6.4507,6.1
201405140946,-82.4067,7.3972,5.3
201405131440,-25.0594,-56.9375,5.3
201405131038,155.2692,-6.8435,5.2
201405130635,-82.3045,7.2096,6.5
201405122335,140.0595,35.5972,5.1
201405112042,167.2398,-13.8826,5.6
201405110110,146.1109,-3.4336,5.9
201405101925,-175.5462,-23.4431,5.0
201405101416,-152.126,60.0101,5.8
201405100736,-100.8122,17.2192,6.0
201405092151,154.8564,-7.0315,5.1
201405091814,-175.2444,-23.3991,5.0
201405090544,125.7098,5.6823,5.4
201405081146,152.3091,-4.8594,5.2
201405062052,-97.054,-36.1703,6.3
201405050224,159.8347,-9.75,5.3
201405040446,-70.979,-20.0387,5.0
201405031447,97.8773,1.8734,5.4
201405010636,170.3546,-21.4542,6.6
201404300952,-82.71,7.3189,5.0
201404281243,57.0753,-32.0973,5.3
201404280043,120.0732,19.7066,5.4
201404270059,-143.6632,-56.1052,5.1
201404250841,-177.4306,-16.7058,5.4
201404250436,-173.3106,-17.3756,5.1
201404241951,-176.6671,-24.0058,5.9
201404232225,129.3945,27.4962,5.0
201404231821,-45.0172,14.8536,5.1
201404231420,154.6582,-7.4981,5.0
201404230858,154.6577,-7.5056,5.0
201404230540,154.5841,-6.6331,5.3
201404190849,-162.478,67.6795,5.0
201404180413,164.8139,-11.1387,6.1
201404142041,25.866,34.0995,5.0
201404141651,161.8295,-11.0945,5.0
201404130559,162.5625,-11.4528,5.0
201404121055,154.8025,-6.9734,5.0
201404081014,-70.9226,-20.5124,5.6
201404061406,-71.0127,-20.4072,5.2
201404060813,-173.5295,-19.1618,5.2
201404040137,-70.654,-20.6426,6.3
201404031256,-178.4374,-18.0141,5.3
201404021945,-70.45,-20.3523,5.3
201404021613,-82.34,7.94,6.0
201403311948,124.4617,36.9367,5.0
201403310101,176.5519,-39.9703,5.1
201403301710,86.4624,31.3961,5.3
201403300132,-151.2219,62.2194,5.0
201403291624,110.7867,30.8369,5.1
201403290746,-21.9196,-0.848,5.9
201403282048,-42.5433,29.9594,5.0
201403281024,71.2425,37.2444,5.2
201403262047,127.5146,1.7542,5.4
201403260329,179.2877,-26.1692,6.3
201403250956,-79.2803,-2.2524,5.3
201403250015,-70.8261,-19.7936,5.2
201403220058,-114.0633,30.44,5.3
201403212103,94.2965,7.4454,5.2
201403192017,-25.3287,-60.731,5.5
201403190034,152.9064,-5.298,5.8
201403181435,-70.7942,-20.1927,5.0
201403180506,152.9066,-5.3299,5.0
201403151446,-71.784,-34.742,5.1
201403150259,57.1116,13.7669,5.2
201403141338,94.3128,7.7631,5.5
201403140322,129.73,-2.9945,5.1
201403131320,-179.109,51.2085,5.4
201403130609,-175.307,-23.2818,5.1
201403110244,-19.9775,-60.8623,6.4
201403101328,167.4345,-14.4761,5.1
201403100518,-125.1338333,40.8286667,6.8
201403100038,-98.3358,16.0414,5.8
201403092029,-79.3537,1.6575,5.6
201403080714,9.4637,-53.1926,5.4
201403080337,133.6963,-4.2194,5.2
201403072123,147.8283,-6.2815,5.1
201403071004,-176.6437,-28.152,5.7
201403062347,-27.0384,-60.7149,5.1
201403061431,-178.8219,-21.4431,5.0
201403061023,117.1287,-7.6378,5.1
201403051734,167.2548,-14.7947,5.6
201403050956,169.8234,-14.7378,6.3
201403040549,141.0478,30.8282,5.0
201403031610,-178.6694,-17.8087,5.1
201403010216,-40.2552,32.1843,5.2
201402281941,-176.7167,-28.415,5.1
201402281530,25.9515,-52.5426,5.0
201402280550,94.2594,7.3016,5.1
201402270510,-59.7721,-59.4596,5.3
201402262113,-171.821,53.6047,6.1
201402251543,-59.9734,-59.4033,5.1
201402231506,120.2018,-1.1017,5.3
201402230454,147.7687,43.5079,5.3
201402222239,-47.2746,-60.2444,5.5
201402211751,-177.9767,-30.5835,5.0
201402201628,-39.5859,-36.4072,5.0
201402182335,-75.5997,-14.1648,5.9
201402180334,122.8831,1.7545,5.3
201402171359,-163.579,53.5342,5.0
201402170941,-71.6995,6.5373,5.4
201402161422,146.84,-6.9446,5.1
201402150731,20.3902,38.3001,5.0
201402140744,-114.3303,-22.9553,5.6
201402131857,58.1613,9.1944,5.2
201402131541,133.3882,-6.1315,5.0
201402121922,169.8532,-20.6254,5.6
201402120009,167.3349,-15.037,5.2
201402111016,130.8135,-6.1784,5.0
201402100413,-73.1942,-38.4428,5.0
201402081950,-45.1914,-60.4256,5.7
201402080540,159.6647,-9.6785,5.1
201402080234,141.1201,37.0868,5.0
201402072037,-72.9584,6.6913,5.2
201402070840,167.3721,-15.0691,6.5
201402062029,129.077,-6.6239,5.1
201402061132,125.3325,24.807,5.0
201402051151,-69.517,-21.377,5.0
201402040655,-175.3011,-18.051,5.0
201402022344,95.0592,12.2849,5.2
201402021426,57.7412,26.5886,5.3
201402010358,-27.3391,-56.8269,6.1
201402010000,-178.0626,51.0744,5.0
201401311639,159.5622,54.6664,5.1
201401291826,-69.01,-22.251,5.0
201401291346,93.9581,23.8428,5.1
201401291001,-69.3735,-18.5087,5.6
201401281149,127.0755,26.8972,5.1
201401251700,155.9171,-7.9208,5.4
201401241806,-173.9546,-21.3381,5.0
201401241431,130.5877,-6.63,5.3
201401231954,119.8555,18.0694,5.0
201401221020,172.5205,-20.4871,5.6
201401220341,-174.6902,-15.1091,5.5
201401212047,-173.361,-20.0258,5.1
201401211050,156.063,49.1629,5.2
201401210129,-174.6812,-15.1443,6.1
201401201533,138.2293,9.0142,5.2
201401200252,175.8144,-40.6595,6.1
201401190430,-107.9198,-8.9393,5.3
201401180500,142.3492,28.9022,5.3
201401172102,-84.857,9.511,5.2
201401150838,-68.1214,-31.1362,5.2
201401130401,-66.8096,19.0428,6.4
201401121307,125.5897,5.7885,5.0
201401111835,126.3187,25.489,5.0
201401110412,20.95,37.827,5.0
