name,lo,la,mag
201401101803,154.0265,48.2546,5.3
201401100222,-179.5728,-31.3131,5.6
201401091250,-75.8432,2.9737,5.0
201401080422,-70.633,-20.7495,5.7
201401071652,-176.6189,-21.91,5.1
201401071206,-79.2358,-44.4215,5.0
201401052129,128.4273,-6.9936,5.3
201401050336,-76.644,4.557,5.5
201401041934,129.5327,56.7458,5.3
201401031024,120.1686,19.1457,5.1
201401020956,126.3537,10.4088,5.0
201401020313,54.4482,27.1502,5.2
201401011603,167.249,-13.8633,6.5
201312311355,-173.6869,-17.6528,5.0
201312310836,-172.934,-15.6555,5.1
201312310102,140.7171,36.6768,5.1
201312281023,146.616,20.7906,5.1
201312280643,-142.5413,-56.4333,5.6
201312271746,-18.2868,27.7975,5.4
201312271031,142.2498,40.3041,5.0
201312261238,151.9679,-6.0737,5.2
201312211421,71.3868,36.5395,5.0
201312210134,140.6497,35.6065,5.5
201312201158,169.28,-24.0161,5.2
201312162204,-32.5032,-55.5755,5.2
201312160903,102.578,-6.799,5.0
201312151255,-76.7646,-7.2759,5.2
201312150307,160.4652,53.7905,5.0
201312141419,-86.9637,-41.3696,5.1
201312122252,148.1766,45.2805,5.2
201312110711,167.1691,-12.2793,5.2
201312110046,-109.0571,19.4959,5.4
201312092036,141.9222,36.4198,5.1
201312090003,-173.2667,-15.5806,5.1
201312081724,149.1667,44.4438,6.0
201312080153,167.5311,-15.5401,5.4
201312071644,-157.8381,55.1842,5.1
201312062354,127.3925,0.9635,5.0
201312061024,69.9219,40.0674,5.0
201312042300,165.1199,-10.6069,5.1
201312040539,-69.295,-24.578,5.2
201312031536,126.6084,3.7331,5.1
201312030916,141.7115,36.492,5.1
201312021218,25.4971,-53.3147,5.5
201312020734,96.6783,2.0338,5.4
201312020214,170.3154,-21.2849,5.6
201311301920,26.8485,-1.0586,5.3
201311271426,69.7898,-25.3411,5.2
201311261430,150.7634,-5.8261,5.5
201311260811,-174.425,51.519,5.0
201311251543,141.94,38.4819,5.0
201311230748,-176.5449,-17.1171,6.5
201311201009,95.1481,12.3975,5.5
201311200357,-150.7008,-56.8648,5.1
201311190925,138.6315,8.8152,5.0
201311181553,-44.9959,-60.2643,5.0
201311161500,-46.3687,-60.3474,5.5
201311151543,94.4584,5.394,5.0
201311132345,-47.1233,-60.2814,6.1
201311122000,156.1274,-7.1957,5.1
201311121559,-40.5326,31.7461,5.1
201311112025,154.8542,-6.7029,5.0
201311111400,126.5666,1.8458,5.0
201311110455,123.1619,24.8844,5.0
201311102113,-130.5733,-54.9278,5.6
201311100515,68.8901,38.4097,5.2
201311092237,139.9684,35.9187,5.6
201311091453,-176.7731,-28.3173,5.5
201311091058,129.2612,-7.0007,5.0
201311090345,167.1235,-12.0269,5.5
201311090020,137.5572,8.0732,5.2
201311072013,154.8867,-6.4618,5.4
201311071047,138.7769,-1.7668,5.2
201311060416,93.6451,26.4118,5.4
201311060113,128.945,26.6205,5.4
201311050147,146.6112,-6.0425,5.1
201311041439,-40.4863,8.9963,5.0
201311010324,-178.4356,-20.7635,5.1
201310312303,-71.5215,-30.2921,6.6
201310310901,65.3061,-18.6018,5.0
201310301359,179.7994,-25.2257,5.0
201310300852,166.8413,-14.9933,5.0
201310292017,130.8797,43.2375,5.1
201310281454,7.1159,76.2836,5.3
201310272301,144.7063,37.1804,5.0
201310271207,165.9822,-10.9268,5.0
201310250321,-173.6354,-16.7173,5.1
201310241444,-78.001,5.0544,5.0
201310232101,-31.451,3.4657,5.0
201310231632,179.2107,-22.6225,5.0
201310230823,-177.1425,-23.0067,6.0
201310220540,95.9709,5.1033,5.4
201310211350,-13.1911,-10.1716,5.1
201310202303,124.0278,9.7837,5.3
201310200805,123.6983,9.7683,5.3
201310192249,154.8468,-6.5716,5.2
201310191754,-110.3209,26.0913,6.6
201310191137,154.5197,-7.9591,5.2
201310181318,66.5271,28.2609,5.2
201310171113,165.9418,-10.9099,5.2
201310162337,123.7936,9.702,5.3
201310160136,123.671,9.6479,5.0
201310151351,123.8515,9.8126,5.1
201310141609,-178.0122,-18.4809,5.0
201310132139,143.4774,-54.4309,5.1
201310131732,95.8634,3.9633,5.6
201310130715,178.9066,-18.952,5.1
201310130117,70.7061,36.4392,5.3
201310120210,-62.315,10.9048,6.0
201310112125,-178.4838,-30.6623,6.2
201310111312,103.0884,-5.7979,5.3
201310110151,161.1647,-10.2785,5.3
201310082026,150.3447,45.3496,5.1
201310081339,149.0414,-58.8864,5.7
201310060137,26.5781,45.7013,5.3
201310051435,-177.7595,-30.5601,5.0
201310050857,-173.2453,51.5964,5.0
201310040301,104.4756,32.0096,5.0
201310021006,139.2785,-2.2588,5.2
201310011941,-34.761,55.794,5.3
201310010338,152.7864,53.1995,6.7
201309302241,-174.8969,-20.8798,5.4
201309301225,148.9516,-5.0668,5.1
201309291331,152.5885,48.1718,5.2
201309281113,-173.8364,-16.5507,5.5
201309280734,65.5052,27.1825,6.8
201309280239,-19.1157,-59.5048,5.0
201309272152,160.7103,-10.1792,5.0
201309270803,119.0733,14.42,5.2
201309260646,-93.3857,14.4361,5.5
201309260118,-33.0433,57.5481,5.4
201309242338,-175.0975,-24.4424,5.4
201309240722,59.5384,7.3709,5.5
201309212258,173.7814,52.2792,5.1
201309211648,-178.0226,-33.5102,5.8
201309211216,-105.6794,27.8013,5.4
201309210643,-26.3416,-60.0906,5.0
201309200650,131.1453,30.0386,5.0
201309192137,101.5133,37.7466,5.0
201309191725,140.7879,37.0674,5.4
201309182053,144.2317,-3.3141,5.4
201309181648,145.6039,19.1862,5.4
201309180904,39.3681,15.7293,5.0
201309180027,142.3169,38.7119,5.0
201309172040,41.4924,39.0234,5.0
201309171603,128.5383,-7.4273,5.0
201309171039,166.8905,-14.6063,5.2
201309170409,45.8117,42.1462,5.3
201309161501,22.729,38.7062,5.3
201309160724,-124.156,-55.8129,5.5
201309151621,-174.716,51.5751,6.1
201309150023,167.6212,54.3876,5.2
201309142035,154.8217,-6.3238,5.2
201309131930,2.5397,-53.7514,5.0
201309130905,178.6793,-24.7897,5.0
201309111244,-104.5783,-4.5472,6.1
201309101943,-179.2676,-33.6312,5.0
201309101453,95.8793,-45.9155,5.0
201309100704,-173.3775,-20.3797,5.0
201309090328,95.9365,22.9608,5.0
201309081730,70.1261,36.5088,5.2
201309061133,122.3193,20.1721,5.9
201309060228,33.4751,-47.0447,5.5
201309041004,-166.7451,53.0455,5.0
201309022100,153.1173,-4.7493,5.0
201309011950,-176.4039,-29.0334,5.7
201309011152,128.2209,-7.44,6.5
201308301135,168.2034,-18.3656,5.0
201308300527,87.6328,43.878,5.1
201308300211,151.6112,-4.4412,5.8
201308291352,-179.136,-19.3503,5.7
201308290054,-165.348,54.123,5.1
201308271425,149.0412,44.5106,5.3
201308260458,155.6532,49.4932,5.3
201308251607,57.0446,-33.4611,5.8
201308250400,95.8566,1.1821,5.2
201308241547,-179.1634,-31.8429,5.1
201308240840,-175.2417,-22.5179,5.8
201308231206,-178.9098,-31.7564,5.0
201308230834,-68.5927,-22.2741,5.8
201308222237,103.0449,-4.7331,5.1
201308220839,-46.6492,16.175,5.0
201308210825,152.7624,47.8683,5.3
201308210443,171.6697,-22.2977,5.7
201308202117,154.5342,-6.1544,5.2
201308191939,-68.5181,-21.4513,5.3
201308172108,128.4731,2.8154,5.1
201308171632,54.0927,-34.8853,6.1
201308170424,94.3823,5.3568,5.2
201308161152,117.1954,-7.6383,5.0
201308151854,121.299,-1.26,5.0
201308151526,151.6959,-5.552,5.1
201308150405,123.1864,0.0081,5.3
201308140759,-173.5695,-16.4974,5.0
201308121803,-142.3211,-56.5243,5.7
201308120949,-81.9268,-5.3962,6.2
201308111033,-178.4437,-29.1756,5.0
201308101720,51.755,28.3877,5.0
201308092256,141.0419,36.9071,5.0
201308090259,143.6251,39.7779,5.0
201308081045,110.9786,-8.6243,5.3
201308072144,140.015,-2.4322,5.2
201308070906,22.6952,38.6885,5.3
201308060557,-91.5958,14.1526,5.6
201308060147,155.5769,-62.2102,5.0
201308050540,-70.7121,-20.1808,5.2
201308022137,75.9504,33.2967,5.2
201308021204,94.7314,23.9377,5.0
201308020232,75.9377,33.2663,5.0
201308012001,-173.5006,-15.2443,6.0
201308011639,156.0879,49.5933,5.1
201307311944,178.173,51.112,5.2
201307311401,-111.7063,-24.3283,5.2
201307301329,-92.844,15.831,5.4
201307292152,-25.285,-57.765,5.2
201307291827,177.328,-37.323,5.0
201307290812,-177.057,-16.971,5.5
201307282016,174.687,-20.548,5.2
201307272218,131.793,-6.807,5.1
201307270424,145.517,13.096,5.4
201307270108,141.716,33.019,5.3
201307261257,-129.968,50.392,5.1
201307251905,142.472,40.199,5.0
201307251325,-177.842,-28.36,5.0
201307242139,101.509,-3.607,5.2
201307240332,-177.222,-23.132,5.9
201307230302,140.65,37.136,5.3
201307221232,54.0,-35.29,5.0
201307220701,34.78,-46.049,6.3
201307211300,135.385,-3.494,5.2
201307210951,145.96,-5.51,5.2
201307210132,13.668,43.501,5.4
201307201201,138.469,-2.253,5.2
201307200606,141.698,36.251,5.2
201307181543,117.165,-8.315,5.0
201307180959,167.777,-17.411,5.1
201307171946,130.017,-6.392,5.0
201307161941,-62.543,-63.378,5.7
201307161409,145.411,43.018,5.2
201307150128,125.058,7.395,5.0
201307140054,134.074,-5.502,5.0
201307122032,-70.791,-16.8,5.0
201307110946,47.974,12.666,5.0
201307100929,-175.812,-29.038,5.3
201307100522,141.705,39.638,5.3
201307081530,40.831,16.707,5.5
201307062037,-111.659,-29.729,5.4
201307041715,155.726,-7.028,6.1
201307030704,70.474,36.534,5.2
201307030340,-167.017,51.618,5.8
201307010847,-28.561,-55.488,5.1
201306300459,73.471,39.272,5.0
201306291905,-69.364,-15.68,5.3
201306281140,82.279,28.655,5.0
201306272359,-42.462,10.562,5.0
201306271553,59.478,-30.693,5.0
201306270838,127.13,1.114,5.7
201306262259,125.054,-0.141,5.5
201306260548,91.246,9.379,5.3
201306242204,-42.594,10.701,6.6
201306231519,151.327,-4.997,5.0
201306221205,-82.008,7.485,5.1
201306220141,143.74,12.569,5.1
201306211033,10.135,44.153,5.2
201306200149,142.345,40.83,5.0
201306182302,86.173,54.263,5.6
201306171917,115.856,-7.763,5.0
201306171512,-87.007,11.841,5.0
201306171121,52.413,-36.525,5.6
201306151120,179.402,-33.853,6.0
201306141756,-82.617,5.3,5.2
201306132219,-173.721,-19.907,5.0
201306131324,128.886,26.533,5.6
201306121158,-12.316,-2.462,5.2
201306111912,168.375,-18.023,5.4
201306110937,-68.5,-21.89,5.1
201306110230,100.281,-1.78,5.0
201306092140,158.004,-8.869,5.0
201306091422,131.994,-26.11,5.3
201306082033,126.876,10.71,5.2
201306080737,126.76,10.69,5.1
201306080211,126.792,10.644,5.5
201306072013,-16.182,-43.754,5.6
201306071638,122.671,24.098,5.8
201306071254,179.085,-23.888,5.9
201306070846,167.976,-15.761,5.0
201306061153,21.869,36.815,5.1
201306060328,140.459,35.548,5.0
201306050447,166.299,-11.401,6.1
201306041756,165.93,-10.893,5.0
201306041403,145.827,16.984,5.4
201306031531,102.381,-4.942,5.1
201306022008,124.928,7.282,5.5
201306021639,154.373,-6.362,5.0
201306010134,-177.185,-23.061,5.5
201305301836,99.495,-3.952,5.3
201305300224,120.864,17.7,5.1
201305291447,33.562,-46.941,5.2
201305280845,-177.818,-21.4,5.0
201305280009,41.662,43.252,5.1
201305272021,160.257,52.228,5.3
201305270336,53.892,14.553,5.9
201305261600,5.178,36.736,5.0
201305251032,127.916,-7.51,5.5
201305241110,-174.922,-24.335,5.9
201305231719,-177.232,-23.009,7.4
201305231409,20.564,38.659,5.0
201305212302,-72.263,-13.787,5.8
201305211852,154.578,-6.521,5.0
201305200949,-80.746,-44.866,6.4
201305190907,5.261,36.703,5.0
201305190341,164.411,56.168,5.0
201305171343,-76.3533333,45.7568333,5.06
201305161629,-73.426,12.089,5.0
201305150336,152.818,-4.56,5.7
201305142339,-73.33,-15.69,5.5
201305141918,92.399,0.765,5.6
201305141019,162.695,56.189,5.0
201305140032,145.288,18.728,6.8
201305120729,-91.376,13.476,5.8
201305120006,57.522,26.404,5.5
201305112046,-175.107,-17.965,6.4
201305111539,-69.191,-26.161,5.4
201305110842,57.67,26.52,5.0
201305100838,139.3,67.544,5.4
201305091356,128.169,1.331,5.0
201305072033,70.048,-25.273,5.0
201305071010,175.051,-19.622,6.0
201305070217,166.336,-11.433,5.1
201305061950,107.914,-9.159,5.1
201305061314,143.673,37.412,5.0
201305060733,-176.295,-21.375,5.5
201305060228,51.742,28.434,5.0
201305051318,-79.094,-9.439,5.1
201305042339,-136.737,-54.58,5.5
201305040944,-177.873,-18.634,5.0
201305040627,126.263,1.695,5.0
201305030918,-72.41,-28.064,5.3
201305030610,157.263,52.654,5.3
201305021940,91.548,2.714,5.4
201305012313,141.65,34.759,5.4
201305011831,51.741,28.229,5.1
201304301439,179.451,-65.39,5.4
201304300103,92.402,51.254,5.3
201304272151,-69.104,-18.328,5.1
201304260653,-178.916,-28.681,6.1
201304252232,157.515,50.158,5.0
201304251802,147.143,17.377,5.0
201304242210,104.956,28.382,5.3
201304240925,70.22,34.526,5.5
201304240621,139.093,32.396,5.2
201304232314,152.127,-3.898,6.5
201304220436,179.392,51.098,5.5
201304220116,-102.182,18.081,6.0
201304211348,-178.239,51.663,5.6
201304210905,102.998,30.317,5.2
201304202053,103.06,30.339,5.1
201304190305,150.788,46.221,7.2
201304182126,-109.213,-34.343,5.5
201304181408,123.356,24.924,5.5
201304161822,99.691,-2.249,5.0
201304160348,125.041,0.981,5.0
201304152257,-177.508,-15.962,5.0
201304141325,141.307,37.572,5.3
201304140951,-46.639,15.436,5.1
201304140511,126.205,1.496,5.1
201304122033,134.828,34.369,5.8
201304121622,-178.927,-17.725,5.0
201304121034,127.697,4.43,5.4
201304120657,-176.423,-21.808,5.2
201304120345,-101.597,17.772,5.2
201304111528,175.059,-17.34,5.7
201304110347,95.623,19.258,5.5
201304100759,51.73,28.399,5.2
201304100158,51.62,28.355,5.4
201304090336,23.032,36.488,5.0
201304081853,106.072,-7.091,5.3
201304071422,-26.697,-55.725,5.1
201304070131,147.29,17.462,5.3
201304060442,138.476,-3.517,7.0
201304051000,-177.437,-32.036,5.0
201304031214,138.77,-2.496,5.3
201304021101,45.417,-40.381,5.4
201303311708,-177.804,-65.552,5.6
201303310746,141.936,38.868,5.3
201303302148,176.509,-20.953,5.1
201303252302,-90.463,14.487,6.2
201303251154,117.193,-11.458,5.1
201303240813,173.37,-20.757,6.1
201303231314,-19.315,-60.729,5.0
201303222240,-176.568,-28.044,5.5
201303221418,-21.714,-55.155,5.0
201303210527,-179.516,-22.065,5.0
201303202229,-34.949,55.502,5.3
201303201718,-177.755,-31.718,5.0
201303201402,-179.49,-22.065,5.1
201303190328,-24.331,-58.892,5.9
201303180354,130.914,-6.291,5.1
201303161639,149.947,-6.144,5.1
201303161236,151.93,-4.593,5.0
201303152337,-85.229,0.863,5.5
201303150946,70.728,-26.168,5.4
201303140345,-82.691,7.539,5.0
201303120752,-27.75,-55.437,5.0
201303111712,165.186,-11.531,5.5
201303111252,39.564,-43.349,5.0
201303110934,131.534,31.603,5.2
201303101018,-90.64,12.811,5.5
201303082043,-173.831,-20.918,5.3
201303080455,125.773,-5.228,5.2
201303072055,169.377,-18.97,5.5
201303070639,39.571,-43.437,5.1
201303070336,121.49,24.31,5.5
201303061649,82.294,28.758,5.0
201303051140,167.746,-19.453,5.0
201303042056,157.223,50.813,5.3
201303022147,145.156,-3.465,5.4
201303010329,143.98,21.76,5.4
201302281807,165.921,-10.892,5.8
201302281405,157.283,50.954,6.9
201302280309,167.338,-17.721,5.9
201302272225,-126.564,43.22,5.2
201302270649,-177.563,-31.067,5.1
201302252337,-87.123,-48.384,5.2
201302242054,-178.051,-32.339,5.5
201302232058,127.364,-8.437,5.1
201302221201,-63.097,-27.932,6.1
201302211405,142.282,29.269,5.2
201302202123,-103.714,18.552,5.6
201302191227,140.955,35.251,5.4
201302181632,-178.148,-30.744,5.5
201302180340,-32.96,5.541,5.5
201302170542,21.68,36.678,5.0
201302161829,164.491,-11.128,5.3
201302161525,127.347,5.913,5.3
201302160120,71.546,-26.32,5.0
201302150302,-174.465,-19.731,5.7
201302132130,139.021,-2.053,5.2
201302131555,164.38,-10.755,5.0
201302121540,165.833,-10.678,5.0
201302101448,53.374,-36.684,5.2
201302080426,165.79,-11.007,5.5
201302050324,151.316,45.485,5.1
201302031114,153.104,-5.023,5.4
201302030357,165.4,-10.882,5.0
201302021417,143.092,42.77,6.9
201302010536,165.532,-11.104,6.0
201302010217,147.676,-6.957,5.8
201301310953,-134.9627,55.4365,5.9
201301301257,126.858,10.392,5.1
201301300927,94.68,32.921,5.2
201301291930,165.411,-11.136,5.1
201301281638,79.708,42.605,6.1
201301281200,165.449,-11.0,5.0
201301271350,-108.563,-35.254,5.1
201301270959,-173.235,-16.117,5.7
201301270405,103.024,-5.063,5.1
201301252337,43.59,-23.612,5.3
201301251953,-65.247,-24.132,5.1
201301251211,50.913,31.769,5.0
201301240735,87.645,49.801,5.3
201301240217,177.442,-16.505,5.1
201301232134,145.678,43.087,5.3
201301230429,-109.119,-34.625,5.1
201301220840,154.137,-61.342,5.4
201301211132,-178.422,51.606,5.1
201301201048,146.503,64.84,5.5
201301191348,125.386,11.252,5.3
201301181242,99.546,31.056,5.4
201301180932,143.24,11.734,5.1
201301180457,143.285,11.807,5.3
201301160238,145.908,17.459,5.3
201301150258,141.566,32.437,5.0
201301141455,-134.8149,55.0508,5.5
201301132123,-69.049,-20.058,5.3
201301130317,142.156,39.182,5.0
201301122150,-17.057,0.002,5.1
201301121733,129.795,-3.042,5.4
201301120915,138.961,-2.022,5.0
201301120325,50.954,31.828,5.4
201301111630,-92.61,14.804,5.3
201301102157,175.231,-16.643,5.0
201301100458,152.665,-4.904,5.1
201301090141,95.048,25.329,5.8
201301081416,25.54,39.656,5.7
201301080751,142.309,40.133,5.4
201301070649,122.865,24.566,5.1
201301061108,127.476,1.099,5.2
201301051742,66.446,-19.987,5.4
201301051228,-134.6954,55.0813,5.2
201301050858,-134.8591,55.228,7.5
201301041313,-173.427,-16.446,5.1
201301030002,127.386,-1.564,5.6
201301021935,-172.139,-15.839,5.0
201301010735,151.062,46.874,5.1
201301010351,-69.667,-20.809,5.1
